轮次编号,任务描述,总执行次数,成功次数,失败次数,平均耗时(ms),最大耗时(ms),最小耗时(ms),总耗时(s),吞吐量(tps),成功率,错误率
4,19268,2,2,0,5,8,2,0.01,0.0666652,1,0
4,19269,2,1,1,7,10,4,0.014,0.0666652,0.5,0.5
4,19270,2,2,0,3,4,3,0.007,0.0666652,1,0
4,19271,3,3,0,5,8,1,0.016,0.0999978,1,0
4,19272,3,2,1,3,8,1,0.011,0.0999978,0.666667,0.333333
4,19273,2,2,0,6,11,2,0.013,0.0666652,1,0
4,19274,2,2,0,7,11,4,0.015,0.0666652,1,0
4,19275,2,1,1,6,7,6,0.013,0.0666652,0.5,0.5
4,19276,3,3,0,6,9,3,0.02,0.0999978,1,0
4,19277,3,3,0,4,8,2,0.013,0.0999978,1,0
4,19278,2,1,1,8,9,8,0.017,0.0666652,0.5,0.5
4,19279,2,2,0,7,8,6,0.014,0.0666652,1,0
4,19280,2,2,0,10,10,10,0.02,0.0666652,1,0
4,19281,3,3,0,7,10,6,0.023,0.0999978,1,0
4,19282,3,2,1,6,10,4,0.019,0.0999978,0.666667,0.333333
4,19283,2,2,0,9,10,8,0.018,0.0666652,1,0
4,19284,2,2,0,6,7,5,0.012,0.0666652,1,0
4,19285,2,2,0,6,9,4,0.013,0.0666652,1,0
4,19286,3,3,0,5,8,2,0.016,0.0999978,1,0
4,19287,3,3,0,7,10,3,0.022,0.0999978,1,0
4,19288,2,1,1,4,6,2,0.008,0.0666652,0.5,0.5
4,19289,2,2,0,2,2,2,0.004,0.0666652,1,0
4,19290,2,2,0,6,8,5,0.013,0.0666652,1,0
4,19291,3,1,2,6,8,4,0.02,0.0999978,0.333333,0.666667
4,19292,3,3,0,5,7,4,0.017,0.0999978,1,0
4,19293,2,2,0,7,9,5,0.014,0.0666652,1,0
4,19294,2,2,0,7,7,7,0.014,0.0666652,1,0
4,19295,2,2,0,9,10,8,0.018,0.0666652,1,0
4,19296,3,3,0,7,8,7,0.023,0.0999978,1,0
4,19297,3,2,1,5,8,2,0.016,0.0999978,0.666667,0.333333
4,19298,2,2,0,6,9,4,0.013,0.0666652,1,0
4,19299,2,2,0,6,10,3,0.013,0.0666652,1,0
4,19300,2,1,1,7,10,5,0.015,0.0666652,0.5,0.5
4,19301,3,3,0,4,10,1,0.014,0.0999978,1,0
4,19302,3,3,0,6,10,4,0.019,0.0999978,1,0
4,19303,2,2,0,4,6,2,0.008,0.0666652,1,0
4,19304,2,1,1,6,8,5,0.013,0.0666652,0.5,0.5
4,19305,2,2,0,5,9,2,0.011,0.0666652,1,0
4,19306,3,3,0,2,3,1,0.007,0.0999978,1,0
4,19307,3,2,1,8,11,6,0.026,0.0999978,0.666667,0.333333
4,19308,2,2,0,9,10,8,0.018,0.0666652,1,0
4,19309,2,2,0,6,11,2,0.013,0.0666652,1,0
4,19310,2,2,0,2,3,1,0.004,0.0666652,1,0
4,19311,3,3,0,6,8,5,0.02,0.0999978,1,0
4,19312,3,1,2,6,9,4,0.02,0.0999978,0.333333,0.666667
4,19313,2,2,0,11,12,10,0.022,0.0666652,1,0
4,19314,2,2,0,5,8,3,0.011,0.0666652,1,0
4,19315,2,2,0,5,10,1,0.011,0.0666652,1,0
4,19316,3,1,2,7,10,3,0.022,0.0999978,0.333333,0.666667
4,19317,3,3,0,5,11,3,0.017,0.0999978,1,0
4,19318,2,2,0,3,4,3,0.007,0.0666652,1,0
4,19319,2,2,0,8,11,6,0.017,0.0666652,1,0
4,19320,2,1,1,5,6,5,0.011,0.0666652,0.5,0.5
4,19321,3,3,0,3,5,1,0.009,0.0999978,1,0
4,19322,3,3,0,2,3,2,0.008,0.0999978,1,0
4,19323,2,2,0,10,11,9,0.02,0.0666652,1,0
4,19324,2,2,0,6,7,6,0.013,0.0666652,1,0
4,19325,2,2,0,4,7,1,0.008,0.0666652,1,0
4,19326,3,2,1,2,4,2,0.008,0.0999978,0.666667,0.333333
4,19327,3,3,0,5,8,3,0.017,0.0999978,1,0
4,19328,2,2,0,6,9,4,0.013,0.0666652,1,0
4,19329,2,2,0,4,5,4,0.009,0.0666652,1,0
4,19330,2,2,0,6,7,6,0.013,0.0666652,1,0
4,19331,3,3,0,8,9,8,0.025,0.0999978,1,0
4,19332,3,3,0,6,8,4,0.018,0.0999978,1,0
4,19333,2,2,0,4,5,4,0.009,0.0666652,1,0
4,19334,2,2,0,6,7,6,0.013,0.0666652,1,0
4,19335,2,2,0,9,10,8,0.018,0.0666652,1,0
4,19336,3,3,0,7,11,4,0.021,0.0999978,1,0
4,19337,3,3,0,8,10,6,0.025,0.0999978,1,0
4,19338,2,2,0,7,10,5,0.015,0.0666652,1,0
4,19339,2,1,1,5,9,1,0.01,0.0666652,0.5,0.5
4,19340,2,2,0,3,4,2,0.006,0.0666652,1,0
4,19341,3,2,1,8,9,6,0.024,0.0999978,0.666667,0.333333
4,19342,3,2,1,4,6,2,0.012,0.0999978,0.666667,0.333333
4,19343,2,2,0,6,9,3,0.012,0.0666652,1,0
4,19344,2,2,0,3,5,2,0.007,0.0666652,1,0
4,19345,2,2,0,4,5,3,0.008,0.0666652,1,0
4,19346,3,2,1,8,9,8,0.026,0.0999978,0.666667,0.333333
4,19347,3,3,0,6,8,6,0.02,0.0999978,1,0
4,19348,2,2,0,5,8,2,0.01,0.0666652,1,0
4,19349,2,2,0,4,6,3,0.009,0.0666652,1,0
4,19350,2,2,0,6,8,5,0.013,0.0666652,1,0
4,19351,3,2,1,5,9,1,0.015,0.0999978,0.666667,0.333333
4,19352,3,3,0,4,9,2,0.014,0.0999978,1,0
4,19353,2,2,0,7,10,4,0.014,0.0666652,1,0
4,19354,2,2,0,4,4,4,0.008,0.0666652,1,0
4,19355,2,2,0,7,8,7,0.015,0.0666652,1,0
4,19356,3,3,0,4,10,1,0.013,0.0999978,1,0
4,19357,3,3,0,5,10,2,0.015,0.0999978,1,0
4,19358,2,1,1,6,10,2,0.012,0.0666652,0.5,0.5
4,19359,2,1,1,5,10,1,0.011,0.0666652,0.5,0.5
4,19360,2,2,0,6,7,5,0.012,0.0666652,1,0
4,19361,3,3,0,6,9,4,0.019,0.0999978,1,0
4,19362,3,1,2,3,5,2,0.01,0.0999978,0.333333,0.666667
4,19363,2,2,0,4,7,2,0.009,0.0666652,1,0
4,19364,2,2,0,7,11,4,0.015,0.0666652,1,0
4,19365,2,2,0,3,4,2,0.006,0.0666652,1,0
4,19366,3,3,0,3,5,2,0.011,0.0999978,1,0
4,19367,3,3,0,2,4,1,0.007,0.0999978,1,0
4,19368,2,2,0,5,6,5,0.011,0.0666652,1,0
4,19369,2,2,0,6,7,6,0.013,0.0666652,1,0
4,19370,2,2,0,6,10,3,0.013,0.0666652,1,0
4,19371,3,3,0,3,6,1,0.009,0.0999978,1,0
4,19372,3,3,0,8,10,7,0.025,0.0999978,1,0
4,19373,2,1,1,6,7,5,0.012,0.0666652,0.5,0.5
4,19374,2,2,0,3,6,1,0.007,0.0666652,1,0
4,19375,2,2,0,5,9,1,0.01,0.0666652,1,0
4,19376,3,3,0,6,10,4,0.019,0.0999978,1,0
4,19377,3,3,0,5,8,1,0.016,0.0999978,1,0
4,19378,2,2,0,7,8,7,0.015,0.0666652,1,0
4,19379,2,2,0,4,5,3,0.008,0.0666652,1,0
4,19380,2,1,1,6,9,3,0.012,0.0666652,0.5,0.5
4,19381,3,3,0,2,4,1,0.007,0.0999978,1,0
4,19382,3,2,1,6,10,4,0.02,0.0999978,0.666667,0.333333
4,19383,2,2,0,6,10,2,0.012,0.0666652,1,0
4,19384,2,2,0,3,5,2,0.007,0.0666652,1,0
4,19385,2,2,0,4,5,3,0.008,0.0666652,1,0
4,19386,3,3,0,8,10,6,0.025,0.0999978,1,0
4,19387,3,3,0,6,8,6,0.02,0.0999978,1,0
4,19388,2,2,0,4,5,4,0.009,0.0666652,1,0
4,19389,2,2,0,4,4,4,0.008,0.0666652,1,0
4,19390,2,2,0,9,11,8,0.019,0.0666652,1,0
4,19391,3,3,0,9,11,8,0.028,0.0999978,1,0
4,19392,3,3,0,5,8,3,0.016,0.0999978,1,0
4,19393,2,1,1,7,11,3,0.014,0.0666652,0.5,0.5
4,19394,2,1,1,4,7,2,0.009,0.0666652,0.5,0.5
4,19395,2,2,0,5,7,3,0.01,0.0666652,1,0
4,19396,3,2,1,6,7,5,0.018,0.0999978,0.666667,0.333333
4,19397,3,3,0,6,9,4,0.02,0.0999978,1,0
4,19398,2,2,0,6,10,3,0.013,0.0666652,1,0
4,19399,2,2,0,6,7,5,0.012,0.0666652,1,0
4,19400,2,1,1,7,7,7,0.014,0.0666652,0.5,0.5
4,19401,3,3,0,4,8,1,0.014,0.0999978,1,0
4,19402,3,3,0,5,9,1,0.015,0.0999978,1,0
4,19403,2,2,0,8,10,7,0.017,0.0666652,1,0
4,19404,2,2,0,7,10,4,0.014,0.0666652,1,0
4,19405,2,2,0,5,8,3,0.011,0.0666652,1,0
4,19406,3,3,0,6,8,4,0.019,0.0999978,1,0
4,19407,3,3,0,3,5,1,0.009,0.0999978,1,0
4,19408,2,2,0,7,10,5,0.015,0.0666652,1,0
4,19409,2,2,0,9,11,8,0.019,0.0666652,1,0
4,19410,2,2,0,4,5,3,0.008,0.0666652,1,0
4,19411,3,3,0,6,8,4,0.018,0.0999978,1,0
4,19412,3,3,0,2,3,2,0.007,0.0999978,1,0
4,19413,2,2,0,3,4,3,0.007,0.0666652,1,0
4,19414,2,2,0,4,7,1,0.008,0.0666652,1,0
4,19415,2,2,0,4,5,3,0.008,0.0666652,1,0
4,19416,3,2,1,6,8,3,0.019,0.0999978,0.666667,0.333333
4,19417,3,3,0,5,7,3,0.016,0.0999978,1,0
4,19418,2,2,0,8,11,6,0.017,0.0666652,1,0
4,19419,2,2,0,8,11,6,0.017,0.0666652,1,0
4,19420,2,2,0,1,2,1,0.003,0.0666652,1,0
4,19421,3,3,0,3,6,1,0.009,0.0999978,1,0
4,19422,3,3,0,7,11,5,0.023,0.0999978,1,0
4,19423,2,2,0,8,11,5,0.016,0.0666652,1,0
4,19424,2,2,0,9,10,8,0.018,0.0666652,1,0
4,19425,2,2,0,6,7,6,0.013,0.0666652,1,0
4,19426,3,3,0,9,10,8,0.027,0.0999978,1,0
4,19427,3,3,0,5,10,1,0.017,0.0999978,1,0
4,19428,2,2,0,6,7,6,0.013,0.0666652,1,0
4,19429,2,2,0,10,11,10,0.021,0.0666652,1,0
4,19430,2,1,1,8,9,8,0.017,0.0666652,0.5,0.5
4,19431,3,3,0,5,7,3,0.015,0.0999978,1,0
4,19432,3,3,0,7,10,3,0.021,0.0999978,1,0
4,19433,2,2,0,7,11,4,0.015,0.0666652,1,0
4,19434,2,2,0,7,9,6,0.015,0.0666652,1,0
4,19435,2,2,0,5,9,2,0.011,0.0666652,1,0
4,19436,3,2,1,4,5,3,0.012,0.0999978,0.666667,0.333333
4,19437,3,3,0,5,9,4,0.017,0.0999978,1,0
4,19438,2,1,1,6,10,2,0.012,0.0666652,0.5,0.5
4,19439,2,2,0,6,8,4,0.012,0.0666652,1,0
4,19440,2,2,0,6,8,4,0.012,0.0666652,1,0
4,19441,3,2,1,6,9,3,0.018,0.0999978,0.666667,0.333333
4,19442,3,3,0,5,7,4,0.015,0.0999978,1,0
4,19443,2,2,0,8,9,8,0.017,0.0666652,1,0
4,19444,2,2,0,4,5,3,0.008,0.0666652,1,0
4,19445,2,2,0,4,8,1,0.009,0.0666652,1,0
4,19446,3,3,0,6,9,2,0.019,0.0999978,1,0
4,19447,3,3,0,5,7,2,0.015,0.0999978,1,0
4,19448,2,2,0,7,9,5,0.014,0.0666652,1,0
4,19449,2,2,0,3,4,3,0.007,0.0666652,1,0
4,19450,2,2,0,7,8,6,0.014,0.0666652,1,0
4,19451,3,3,0,2,4,2,0.008,0.0999978,1,0
4,19452,3,3,0,7,10,5,0.021,0.0999978,1,0
4,19453,2,2,0,6,8,5,0.013,0.0666652,1,0
4,19454,2,2,0,4,6,2,0.008,0.0666652,1,0
4,19455,2,1,1,3,6,1,0.007,0.0666652,0.5,0.5
4,19456,3,1,2,5,10,3,0.017,0.0999978,0.333333,0.666667
4,19457,3,2,1,6,9,5,0.02,0.0999978,0.666667,0.333333
4,19458,2,2,0,9,10,9,0.019,0.0666652,1,0
4,19459,2,1,1,6,8,4,0.012,0.0666652,0.5,0.5
4,19460,2,2,0,3,4,3,0.007,0.0666652,1,0
4,19461,3,3,0,4,7,1,0.014,0.0999978,1,0
4,19462,3,3,0,6,8,4,0.018,0.0999978,1,0
4,19463,2,2,0,5,6,4,0.01,0.0666652,1,0
4,19464,2,2,0,6,10,3,0.013,0.0666652,1,0
4,19465,2,2,0,8,9,8,0.017,0.0666652,1,0
4,19466,3,3,0,5,7,3,0.016,0.0999978,1,0
4,19467,3,2,1,8,11,6,0.025,0.0999978,0.666667,0.333333
4,19468,2,1,1,5,10,1,0.011,0.0666652,0.5,0.5
4,19469,2,2,0,4,5,3,0.008,0.0666652,1,0
4,19470,2,2,0,3,4,3,0.007,0.0666652,1,0
4,19471,3,3,0,5,6,4,0.016,0.0999978,1,0
4,19472,3,3,0,3,5,2,0.011,0.0999978,1,0
4,19473,2,1,1,2,3,2,0.005,0.0666652,0.5,0.5
4,19474,2,2,0,3,5,1,0.006,0.0666652,1,0
4,19475,2,2,0,10,10,10,0.02,0.0666652,1,0
4,19476,3,3,0,6,9,3,0.019,0.0999978,1,0
4,19477,3,3,0,6,7,4,0.018,0.0999978,1,0
4,19478,2,2,0,6,8,4,0.012,0.0666652,1,0
4,19479,2,2,0,6,9,4,0.013,0.0666652,1,0
4,19480,2,2,0,4,4,4,0.008,0.0666652,1,0
4,19481,3,3,0,6,9,3,0.019,0.0999978,1,0
4,19482,3,3,0,8,10,4,0.024,0.0999978,1,0
4,19483,2,2,0,7,10,5,0.015,0.0666652,1,0
4,19484,2,2,0,5,7,4,0.011,0.0666652,1,0
4,19485,2,2,0,5,7,3,0.01,0.0666652,1,0
4,19486,3,2,1,3,7,1,0.01,0.0999978,0.666667,0.333333
4,19487,3,3,0,5,7,4,0.016,0.0999978,1,0
4,19488,2,2,0,8,9,8,0.017,0.0666652,1,0
4,19489,2,2,0,4,5,3,0.008,0.0666652,1,0
4,19490,2,2,0,7,10,4,0.014,0.0666652,1,0
4,19491,3,3,0,6,9,5,0.019,0.0999978,1,0
4,19492,3,3,0,5,8,2,0.017,0.0999978,1,0
4,19493,2,2,0,4,6,3,0.009,0.0666652,1,0
4,19494,2,2,0,9,10,9,0.019,0.0666652,1,0
4,19495,2,2,0,8,9,7,0.016,0.0666652,1,0
4,19496,3,3,0,2,3,2,0.008,0.0999978,1,0
4,19497,3,3,0,9,10,8,0.028,0.0999978,1,0
4,19498,2,2,0,7,9,6,0.015,0.0666652,1,0
4,19499,2,2,0,3,5,2,0.007,0.0666652,1,0
4,19500,2,2,0,3,3,3,0.006,0.0666652,1,0
4,19501,3,3,0,3,4,3,0.01,0.0999978,1,0
4,19502,3,3,0,8,10,5,0.024,0.0999978,1,0
4,19503,2,2,0,4,7,2,0.009,0.0666652,1,0
4,19504,2,2,0,4,7,2,0.009,0.0666652,1,0
4,19505,2,2,0,9,12,7,0.019,0.0666652,1,0
4,19506,3,3,0,8,10,5,0.024,0.0999978,1,0
4,19507,3,3,0,6,8,6,0.02,0.0999978,1,0
4,19508,2,2,0,5,6,4,0.01,0.0666652,1,0
4,19509,2,2,0,2,3,2,0.005,0.0666652,1,0
4,19510,2,1,1,6,9,3,0.012,0.0666652,0.5,0.5
4,19511,3,3,0,7,11,5,0.023,0.0999978,1,0
4,19512,3,3,0,6,9,3,0.019,0.0999978,1,0
4,19513,2,2,0,7,10,5,0.015,0.0666652,1,0
4,19514,2,2,0,7,8,6,0.014,0.0666652,1,0
4,19515,2,2,0,8,9,8,0.017,0.0666652,1,0
4,19516,3,3,0,4,5,3,0.012,0.0999978,1,0
4,19517,3,3,0,7,10,3,0.023,0.0999978,1,0
4,19518,2,2,0,6,9,3,0.012,0.0666652,1,0
4,19519,2,2,0,4,8,1,0.009,0.0666652,1,0
4,19520,2,2,0,4,8,1,0.009,0.0666652,1,0
4,19521,3,3,0,5,10,2,0.015,0.0999978,1,0
4,19522,3,3,0,2,3,1,0.006,0.0999978,1,0
4,19523,2,2,0,6,8,5,0.013,0.0666652,1,0
4,19524,2,2,0,6,6,6,0.012,0.0666652,1,0
4,19525,2,2,0,6,7,5,0.012,0.0666652,1,0
4,19526,3,2,1,3,5,2,0.011,0.0999978,0.666667,0.333333
4,19527,3,3,0,5,9,1,0.015,0.0999978,1,0
4,19528,2,2,0,9,11,7,0.018,0.0666652,1,0
4,19529,2,2,0,5,10,1,0.011,0.0666652,1,0
4,19530,2,2,0,10,10,10,0.02,0.0666652,1,0
4,19531,3,3,0,4,8,1,0.012,0.0999978,1,0
4,19532,3,2,1,7,9,4,0.021,0.0999978,0.666667,0.333333
4,19533,2,2,0,5,6,5,0.011,0.0666652,1,0
4,19534,2,2,0,1,1,1,0.002,0.0666652,1,0
4,19535,2,2,0,6,9,4,0.013,0.0666652,1,0
4,19536,3,2,1,7,10,3,0.022,0.0999978,0.666667,0.333333
4,19537,3,3,0,7,10,5,0.021,0.0999978,1,0
4,19538,2,1,1,4,5,4,0.009,0.0666652,0.5,0.5
4,19539,2,2,0,7,10,4,0.014,0.0666652,1,0
4,19540,2,2,0,5,8,2,0.01,0.0666652,1,0
4,19541,3,3,0,3,5,2,0.01,0.0999978,1,0
4,19542,3,3,0,3,5,2,0.009,0.0999978,1,0
4,19543,2,2,0,8,8,8,0.016,0.0666652,1,0
4,19544,2,2,0,8,10,7,0.017,0.0666652,1,0
4,19545,2,2,0,5,8,3,0.011,0.0666652,1,0
4,19546,3,1,2,5,9,1,0.015,0.0999978,0.333333,0.666667
4,19547,3,3,0,7,12,2,0.021,0.0999978,1,0
4,19548,2,2,0,8,10,7,0.017,0.0666652,1,0
4,19549,2,2,0,11,11,11,0.022,0.0666652,1,0
4,19550,2,1,1,3,5,1,0.006,0.0666652,0.5,0.5
4,19551,3,3,0,8,11,4,0.025,0.0999978,1,0
4,19552,3,3,0,5,9,1,0.016,0.0999978,1,0
4,19553,2,1,1,3,5,2,0.007,0.0666652,0.5,0.5
4,19554,2,2,0,8,9,7,0.016,0.0666652,1,0
4,19555,2,2,0,5,9,1,0.01,0.0666652,1,0
4,19556,3,3,0,4,7,3,0.013,0.0999978,1,0
4,19557,3,2,1,4,8,1,0.013,0.0999978,0.666667,0.333333
4,19558,2,2,0,8,10,7,0.017,0.0666652,1,0
4,19559,2,2,0,8,11,6,0.017,0.0666652,1,0
4,19560,2,2,0,7,8,7,0.015,0.0666652,1,0
4,19561,3,3,0,3,6,1,0.01,0.0999978,1,0
4,19562,3,3,0,4,6,2,0.014,0.0999978,1,0
4,19563,2,2,0,2,3,2,0.005,0.0666652,1,0
4,19564,2,2,0,9,11,7,0.018,0.0666652,1,0
4,19565,2,2,0,8,9,7,0.016,0.0666652,1,0
4,19566,3,3,0,5,9,2,0.017,0.0999978,1,0
4,19567,3,3,0,6,8,5,0.018,0.0999978,1,0
4,19568,2,2,0,5,6,4,0.01,0.0666652,1,0
4,19569,2,1,1,4,5,3,0.008,0.0666652,0.5,0.5
4,19570,2,1,1,1,2,1,0.003,0.0666652,0.5,0.5
4,19571,3,3,0,6,9,2,0.019,0.0999978,1,0
4,19572,3,3,0,6,10,3,0.019,0.0999978,1,0
4,19573,2,2,0,8,10,6,0.016,0.0666652,1,0
4,19574,2,1,1,9,9,9,0.018,0.0666652,0.5,0.5
4,19575,2,2,0,7,10,5,0.015,0.0666652,1,0
4,19576,3,3,0,8,11,6,0.025,0.0999978,1,0
4,19577,3,3,0,9,11,7,0.029,0.0999978,1,0
4,19578,2,2,0,2,3,1,0.004,0.0666652,1,0
4,19579,2,2,0,7,8,6,0.014,0.0666652,1,0
4,19580,2,2,0,8,10,7,0.017,0.0666652,1,0
4,19581,3,3,0,6,8,3,0.018,0.0999978,1,0
4,19582,3,2,1,3,5,2,0.01,0.0999978,0.666667,0.333333
4,19583,2,2,0,5,8,3,0.011,0.0666652,1,0
4,19584,2,2,0,10,11,9,0.02,0.0666652,1,0
4,19585,2,2,0,5,7,3,0.01,0.0666652,1,0
4,19586,3,3,0,6,8,2,0.018,0.0999978,1,0
4,19587,3,3,0,3,5,1,0.01,0.0999978,1,0
4,19588,2,1,1,8,10,7,0.017,0.0666652,0.5,0.5
4,19589,2,2,0,3,4,3,0.007,0.0666652,1,0
4,19590,2,1,1,5,5,5,0.01,0.0666652,0.5,0.5
4,19591,3,3,0,6,10,2,0.02,0.0999978,1,0
4,19592,3,3,0,7,10,4,0.022,0.0999978,1,0
4,19593,2,2,0,2,3,1,0.004,0.0666652,1,0
4,19594,2,2,0,5,7,3,0.01,0.0666652,1,0
4,19595,2,1,1,4,6,2,0.008,0.0666652,0.5,0.5
4,19596,3,2,1,4,7,2,0.013,0.0999978,0.666667,0.333333
4,19597,3,2,1,4,5,2,0.012,0.0999978,0.666667,0.333333
4,19598,2,2,0,6,10,3,0.013,0.0666652,1,0
4,19599,2,2,0,4,7,1,0.008,0.0666652,1,0
4,19600,2,2,0,9,10,9,0.019,0.0666652,1,0
4,19601,3,3,0,4,5,4,0.013,0.0999978,1,0
4,19602,3,3,0,10,11,10,0.031,0.0999978,1,0
4,19603,2,1,1,4,5,3,0.008,0.0666652,0.5,0.5
4,19604,2,2,0,8,11,6,0.017,0.0666652,1,0
4,19605,2,2,0,8,10,6,0.016,0.0666652,1,0
4,19606,3,3,0,7,10,6,0.023,0.0999978,1,0
4,19607,3,3,0,4,6,3,0.014,0.0999978,1,0
4,19608,2,2,0,6,10,3,0.013,0.0666652,1,0
4,19609,2,2,0,7,10,5,0.015,0.0666652,1,0
4,19610,2,2,0,4,5,4,0.009,0.0666652,1,0
4,19611,3,3,0,8,10,6,0.024,0.0999978,1,0
4,19612,3,3,0,7,10,5,0.021,0.0999978,1,0
4,19613,2,2,0,9,11,8,0.019,0.0666652,1,0
4,19614,2,2,0,6,8,5,0.013,0.0666652,1,0
4,19615,2,2,0,6,9,4,0.013,0.0666652,1,0
4,19616,3,3,0,3,7,2,0.011,0.0999978,1,0
4,19617,3,3,0,5,9,3,0.017,0.0999978,1,0
4,19618,2,2,0,7,10,4,0.014,0.0666652,1,0
4,19619,2,2,0,7,8,6,0.014,0.0666652,1,0
4,19620,2,2,0,8,11,6,0.017,0.0666652,1,0
4,19621,3,3,0,4,8,1,0.014,0.0999978,1,0
4,19622,3,1,2,5,8,2,0.017,0.0999978,0.333333,0.666667
4,19623,2,1,1,4,5,3,0.008,0.0666652,0.5,0.5
4,19624,2,2,0,6,11,1,0.012,0.0666652,1,0
4,19625,2,2,0,7,9,5,0.014,0.0666652,1,0
4,19626,3,2,1,6,10,4,0.018,0.0999978,0.666667,0.333333
4,19627,3,3,0,4,5,2,0.012,0.0999978,1,0
4,19628,2,2,0,6,10,2,0.012,0.0666652,1,0
4,19629,2,2,0,3,4,2,0.006,0.0666652,1,0
4,19630,2,2,0,3,4,2,0.006,0.0666652,1,0
4,19631,3,3,0,1,2,1,0.005,0.0999978,1,0
4,19632,3,3,0,7,11,2,0.022,0.0999978,1,0
4,19633,2,2,0,7,8,7,0.015,0.0666652,1,0
4,19634,2,2,0,3,3,3,0.006,0.0666652,1,0
4,19635,2,2,0,1,2,1,0.003,0.0666652,1,0
4,19636,3,3,0,5,8,2,0.017,0.0999978,1,0
4,19637,3,3,0,6,9,4,0.019,0.0999978,1,0
4,19638,2,2,0,2,2,2,0.004,0.0666652,1,0
4,19639,2,1,1,3,4,3,0.007,0.0666652,0.5,0.5
4,19640,2,2,0,8,10,7,0.017,0.0666652,1,0
4,19641,3,3,0,5,7,3,0.015,0.0999978,1,0
4,19642,3,2,1,5,8,2,0.016,0.0999978,0.666667,0.333333
4,19643,2,2,0,6,10,3,0.013,0.0666652,1,0
4,19644,2,2,0,6,6,6,0.012,0.0666652,1,0
4,19645,2,2,0,6,11,2,0.013,0.0666652,1,0
4,19646,3,1,2,8,10,5,0.024,0.0999978,0.333333,0.666667
4,19647,3,2,1,5,9,2,0.015,0.0999978,0.666667,0.333333
4,19648,2,1,1,3,4,2,0.006,0.0666652,0.5,0.5
4,19649,2,2,0,9,10,9,0.019,0.0666652,1,0
4,19650,2,2,0,7,9,6,0.015,0.0666652,1,0
4,19651,3,3,0,5,8,2,0.017,0.0999978,1,0
4,19652,3,1,2,4,6,3,0.013,0.0999978,0.333333,0.666667
4,19653,2,2,0,5,9,2,0.011,0.0666652,1,0
4,19654,2,2,0,5,7,3,0.01,0.0666652,1,0
4,19655,2,2,0,7,8,6,0.014,0.0666652,1,0
4,19656,3,3,0,7,9,6,0.022,0.0999978,1,0
4,19657,3,3,0,4,6,3,0.013,0.0999978,1,0
4,19658,2,2,0,6,6,6,0.012,0.0666652,1,0
4,19659,2,2,0,7,10,5,0.015,0.0666652,1,0
4,19660,2,2,0,7,9,5,0.014,0.0666652,1,0
4,19661,3,2,1,3,6,2,0.01,0.0999978,0.666667,0.333333
4,19662,3,2,1,6,9,2,0.019,0.0999978,0.666667,0.333333
4,19663,2,2,0,8,10,7,0.017,0.0666652,1,0
4,19664,2,2,0,6,8,4,0.012,0.0666652,1,0
4,19665,2,1,1,6,10,3,0.013,0.0666652,0.5,0.5
4,19666,3,2,1,6,10,2,0.019,0.0999978,0.666667,0.333333
4,19667,3,3,0,6,7,5,0.018,0.0999978,1,0
4,19668,2,1,1,3,5,2,0.007,0.0666652,0.5,0.5
4,19669,2,2,0,6,7,6,0.013,0.0666652,1,0
4,19670,2,1,1,6,8,4,0.012,0.0666652,0.5,0.5
4,19671,3,3,0,4,6,1,0.012,0.0999978,1,0
4,19672,3,3,0,7,8,7,0.022,0.0999978,1,0
4,19673,2,2,0,2,4,1,0.005,0.0666652,1,0
4,19674,2,2,0,4,7,2,0.009,0.0666652,1,0
4,19675,2,2,0,6,8,4,0.012,0.0666652,1,0
4,19676,3,1,2,6,10,4,0.018,0.0999978,0.333333,0.666667
4,19677,3,3,0,5,11,2,0.016,0.0999978,1,0
4,19678,2,2,0,6,6,6,0.012,0.0666652,1,0
4,19679,2,2,0,6,8,4,0.012,0.0666652,1,0
4,19680,2,2,0,6,6,6,0.012,0.0666652,1,0
4,19681,3,2,1,4,8,1,0.012,0.0999978,0.666667,0.333333
4,19682,3,3,0,3,4,3,0.011,0.0999978,1,0
4,19683,2,1,1,5,8,3,0.011,0.0666652,0.5,0.5
4,19684,2,1,1,4,8,1,0.009,0.0666652,0.5,0.5
4,19685,2,2,0,3,4,3,0.007,0.0666652,1,0
4,19686,3,3,0,6,9,4,0.02,0.0999978,1,0
4,19687,3,3,0,6,9,5,0.02,0.0999978,1,0
4,19688,2,2,0,5,8,3,0.011,0.0666652,1,0
4,19689,2,2,0,7,8,7,0.015,0.0666652,1,0
4,19690,2,2,0,4,7,2,0.009,0.0666652,1,0
4,19691,3,3,0,6,9,4,0.018,0.0999978,1,0
4,19692,3,3,0,4,7,2,0.013,0.0999978,1,0
4,19693,2,2,0,5,9,2,0.011,0.0666652,1,0
4,19694,2,1,1,1,1,1,0.002,0.0666652,0.5,0.5
4,19695,2,2,0,3,3,3,0.006,0.0666652,1,0
4,19696,3,3,0,5,7,2,0.016,0.0999978,1,0
4,19697,3,3,0,5,8,2,0.017,0.0999978,1,0
4,19698,2,2,0,6,8,4,0.012,0.0666652,1,0
4,19699,2,2,0,7,10,4,0.014,0.0666652,1,0
4,19700,2,2,0,2,3,2,0.005,0.0666652,1,0
4,19701,3,2,1,9,10,9,0.029,0.0999978,0.666667,0.333333
4,19702,3,3,0,4,6,3,0.012,0.0999978,1,0
